Order_ID,Date,Month,Year,Customer_ID,Product_ID,Category,Quantity,Unit_Price,Discount,Sales_Amount
549,2025-10-30,10,2025,C142,P218,Minerals,1,11.02,0.2,8.82
549,2025-10-30,10,2025,C142,P232,D3 Formulations,2,6.77,0.2,10.83
549,2025-10-30,10,2025,C142,P166,Multiple Formulas,2,6.88,0.2,11.01
549,2025-10-30,10,2025,C142,P073,Multiple Formulas,1,32.02,0.2,25.62
550,2025-05-12,5,2025,C010,P131,D3 Formulations,3,22.15,0.12,58.48
550,2025-05-12,5,2025,C010,P127,B Formulations,3,17.17,0.12,45.33
550,2025-05-12,5,2025,C010,P142,Multiple Formulas,5,26.21,0.12,115.32
550,2025-05-12,5,2025,C010,P126,Nutritional Accessories,4,14.54,0.12,51.18
551,2025-09-29,9,2025,C051,P055,Essential Fatty Acids,1,9.99,0.2,7.99
551,2025-09-29,9,2025,C051,P114,Herbs,1,24.72,0.2,19.78
551,2025-09-29,9,2025,C051,P243,D3 Formulations,1,32.26,0.2,25.81
551,2025-09-29,9,2025,C051,P110,Essential Fatty Acids,4,11.66,0.2,37.31
551,2025-09-29,9,2025,C051,P021,Herbs,2,7.07,0.2,11.31
552,2025-09-03,9,2025,C010,P108,D3 Formulations,3,22.73,0.2,54.55
552,2025-09-03,9,2025,C010,P138,Multiple Formulas,1,10.06,0.2,8.05
552,2025-09-03,9,2025,C010,P215,C Formulations,5,8.84,0.2,35.36
552,2025-09-03,9,2025,C010,P021,Herbs,1,7.07,0.2,5.66
553,2025-08-16,8,2025,C164,P129,D3 Formulations,1,15.19,0.12,13.37
554,2025-05-16,5,2025,C069,P090,B Formulations,3,26.65,0.12,70.36
554,2025-05-16,5,2025,C069,P010,B Formulations,4,33.34,0.12,117.36
555,2025-06-22,6,2025,C052,P234,D3 Formulations,1,33.27,0.0,33.27
555,2025-06-22,6,2025,C052,P200,C Formulations,5,33.69,0.0,168.45
555,2025-06-22,6,2025,C052,P143,D3 Formulations,1,26.37,0.0,26.37
556,2025-01-24,1,2025,C004,P213,Minerals,2,26.41,0.15,44.9
556,2025-01-24,1,2025,C004,P211,Essential Fatty Acids,3,7.18,0.15,18.31
556,2025-01-24,1,2025,C004,P066,B Formulations,1,8.7,0.15,7.4
556,2025-01-24,1,2025,C004,P228,Herbs,1,25.1,0.15,21.34
557,2025-02-28,2,2025,C010,P214,Essential Fatty Acids,1,19.75,0.1,17.78
557,2025-02-28,2,2025,C010,P196,B Formulations,1,21.93,0.1,19.74
557,2025-02-28,2,2025,C010,P147,C Formulations,2,29.49,0.1,53.08
558,2025-03-24,3,2025,C115,P204,Multiple Formulas,3,18.17,0.1,49.06
558,2025-03-24,3,2025,C115,P146,Essential Fatty Acids,5,29.47,0.1,132.62
558,2025-03-24,3,2025,C115,P247,Multiple Formulas,1,6.53,0.1,5.88
559,2025-09-24,9,2025,C176,P171,Nutritional Accessories,1,21.15,0.0,21.15
559,2025-09-24,9,2025,C176,P222,C Formulations,2,24.42,0.0,48.84
559,2025-09-24,9,2025,C176,P218,Minerals,6,11.02,0.0,66.12
559,2025-09-24,9,2025,C176,P017,D3 Formulations,1,13.3,0.0,13.3
560,2025-11-12,11,2025,C088,P073,Multiple Formulas,6,32.02,0.1,172.91
561,2025-01-13,1,2025,C116,P196,B Formulations,1,21.93,0.2,17.54
561,2025-01-13,1,2025,C116,P241,B Formulations,1,17.2,0.2,13.76
562,2025-06-25,6,2025,C112,P131,D3 Formulations,2,22.15,0.05,42.08
562,2025-06-25,6,2025,C112,P211,Essential Fatty Acids,3,7.18,0.05,20.46
563,2025-01-31,1,2025,C098,P005,C Formulations,1,20.81,0.12,18.31
564,2025-07-03,7,2025,C107,P185,Multiple Formulas,1,13.85,0.12,12.19
564,2025-07-03,7,2025,C107,P032,Multiple Formulas,2,25.49,0.12,44.86
564,2025-07-03,7,2025,C107,P008,Minerals,1,9.48,0.12,8.34
564,2025-07-03,7,2025,C107,P005,C Formulations,4,20.81,0.12,73.25
564,2025-07-03,7,2025,C107,P144,Nutritional Accessories,1,16.43,0.12,14.46
564,2025-07-03,7,2025,C107,P219,Nutritional Accessories,1,18.58,0.12,16.35
564,2025-07-03,7,2025,C107,P178,C Formulations,3,21.68,0.12,57.24
564,2025-07-03,7,2025,C107,P049,Herbs,1,12.57,0.12,11.06
564,2025-07-03,7,2025,C107,P180,C Formulations,3,27.06,0.12,71.44
564,2025-07-03,7,2025,C107,P155,Minerals,5,29.08,0.12,127.95
565,2025-01-04,1,2025,C057,P100,Minerals,6,13.69,0.0,82.14
566,2025-01-15,1,2025,C132,P169,Essential Fatty Acids,5,16.45,0.0,82.25
566,2025-01-15,1,2025,C132,P010,B Formulations,1,33.34,0.0,33.34
566,2025-01-15,1,2025,C132,P113,Nutritional Accessories,2,6.71,0.0,13.42
566,2025-01-15,1,2025,C132,P018,Nutritional Accessories,2,20.42,0.0,40.84
567,2025-08-23,8,2025,C137,P200,C Formulations,3,33.69,0.12,88.94
568,2025-12-08,12,2025,C110,P191,Essential Fatty Acids,1,26.18,0.0,26.18
568,2025-12-08,12,2025,C110,P080,D3 Formulations,1,23.59,0.0,23.59
568,2025-12-08,12,2025,C110,P033,D3 Formulations,3,28.09,0.0,84.27
568,2025-12-08,12,2025,C110,P209,Herbs,1,9.37,0.0,9.37
568,2025-12-08,12,2025,C110,P217,D3 Formulations,2,19.73,0.0,39.46
568,2025-12-08,12,2025,C110,P226,B Formulations,1,20.59,0.0,20.59
568,2025-12-08,12,2025,C110,P164,D3 Formulations,5,14.31,0.0,71.55
568,2025-12-08,12,2025,C110,P001,Essential Fatty Acids,2,18.39,0.0,36.78
569,2025-05-12,5,2025,C094,P080,D3 Formulations,1,23.59,0.2,18.87
570,2025-07-19,7,2025,C055,P118,Herbs,1,32.53,0.05,30.9
570,2025-07-19,7,2025,C055,P046,D3 Formulations,1,25.65,0.05,24.37
571,2025-10-27,10,2025,C006,P180,C Formulations,1,27.06,0.1,24.35
571,2025-10-27,10,2025,C006,P157,Essential Fatty Acids,5,15.8,0.1,71.1
572,2025-06-03,6,2025,C098,P220,Essential Fatty Acids,4,17.56,0.0,70.24
572,2025-06-03,6,2025,C098,P234,D3 Formulations,3,33.27,0.0,99.81
572,2025-06-03,6,2025,C098,P003,Minerals,1,30.96,0.0,30.96
572,2025-06-03,6,2025,C098,P050,Herbs,3,24.71,0.0,74.13
573,2025-04-29,4,2025,C001,P131,D3 Formulations,2,22.15,0.1,39.87
573,2025-04-29,4,2025,C001,P040,C Formulations,1,8.62,0.1,7.76
574,2025-09-15,9,2025,C160,P068,Multiple Formulas,3,32.11,0.05,91.51
574,2025-09-15,9,2025,C160,P190,Herbs,2,30.24,0.05,57.46
575,2025-04-26,4,2025,C147,P072,B Formulations,2,27.05,0.12,47.61
575,2025-04-26,4,2025,C147,P162,Multiple Formulas,6,19.5,0.12,102.96
575,2025-04-26,4,2025,C147,P153,Multiple Formulas,1,24.85,0.12,21.87
575,2025-04-26,4,2025,C147,P029,Nutritional Accessories,5,20.19,0.12,88.84
576,2025-03-23,3,2025,C050,P194,Essential Fatty Acids,2,10.54,0.12,18.55
576,2025-03-23,3,2025,C050,P121,Nutritional Accessories,3,32.92,0.12,86.91
576,2025-03-23,3,2025,C050,P018,Nutritional Accessories,1,20.42,0.12,17.97
577,2025-01-11,1,2025,C157,P207,Nutritional Accessories,4,27.98,0.12,98.49
578,2025-11-07,11,2025,C056,P137,Multiple Formulas,3,34.71,0.1,93.72
578,2025-11-07,11,2025,C056,P222,C Formulations,1,24.42,0.1,21.98
578,2025-11-07,11,2025,C056,P077,D3 Formulations,1,8.44,0.1,7.6
579,2025-04-15,4,2025,C101,P199,Minerals,6,14.12,0.2,67.78
579,2025-04-15,4,2025,C101,P021,Herbs,3,7.07,0.2,16.97
580,2025-11-09,11,2025,C074,P068,Multiple Formulas,10,32.11,0.15,272.94
580,2025-11-09,11,2025,C074,P041,C Formulations,1,30.22,0.15,25.69
581,2025-09-29,9,2025,C144,P149,Multiple Formulas,1,32.48,0.2,25.98
581,2025-09-29,9,2025,C144,P085,Essential Fatty Acids,2,10.66,0.2,17.06
582,2025-06-15,6,2025,C052,P228,Herbs,2,25.1,0.12,44.18
582,2025-06-15,6,2025,C052,P212,Essential Fatty Acids,6,30.81,0.12,162.68
582,2025-06-15,6,2025,C052,P013,C Formulations,1,26.39,0.12,23.22
583,2025-08-13,8,2025,C167,P088,Multiple Formulas,1,24.91,0.1,22.42
583,2025-08-13,8,2025,C167,P100,Minerals,1,13.69,0.1,12.32
583,2025-08-13,8,2025,C167,P053,C Formulations,10,17.22,0.1,154.98
583,2025-08-13,8,2025,C167,P010,B Formulations,2,33.34,0.1,60.01
583,2025-08-13,8,2025,C167,P116,D3 Formulations,4,33.27,0.1,119.77
583,2025-08-13,8,2025,C167,P224,D3 Formulations,1,16.86,0.1,15.17
583,2025-08-13,8,2025,C167,P182,Essential Fatty Acids,3,20.97,0.1,56.62
583,2025-08-13,8,2025,C167,P237,Herbs,2,24.66,0.1,44.39
584,2025-04-06,4,2025,C043,P044,Nutritional Accessories,3,7.18,0.05,20.46
584,2025-04-06,4,2025,C043,P009,Essential Fatty Acids,2,15.79,0.05,30.0
584,2025-04-06,4,2025,C043,P189,Essential Fatty Acids,3,33.92,0.05,96.67
584,2025-04-06,4,2025,C043,P153,Multiple Formulas,2,24.85,0.05,47.22
584,2025-04-06,4,2025,C043,P207,Nutritional Accessories,2,27.98,0.05,53.16
585,2025-11-08,11,2025,C066,P023,B Formulations,1,20.58,0.05,19.55
585,2025-11-08,11,2025,C066,P150,Nutritional Accessories,3,20.83,0.05,59.37
585,2025-11-08,11,2025,C066,P044,Nutritional Accessories,1,7.18,0.05,6.82
586,2025-10-08,10,2025,C165,P047,Nutritional Accessories,6,6.48,0.1,34.99
586,2025-10-08,10,2025,C165,P105,B Formulations,1,24.3,0.1,21.87
586,2025-10-08,10,2025,C165,P083,Minerals,1,25.24,0.1,22.72
586,2025-10-08,10,2025,C165,P186,Minerals,2,18.73,0.1,33.71
586,2025-10-08,10,2025,C165,P036,Minerals,1,16.67,0.1,15.0
586,2025-10-08,10,2025,C165,P160,D3 Formulations,6,22.77,0.1,122.96
586,2025-10-08,10,2025,C165,P210,Minerals,2,7.33,0.1,13.19
586,2025-10-08,10,2025,C165,P182,Essential Fatty Acids,3,20.97,0.1,56.62
586,2025-10-08,10,2025,C165,P212,Essential Fatty Acids,2,30.81,0.1,55.46
586,2025-10-08,10,2025,C165,P019,Nutritional Accessories,1,14.73,0.1,13.26
587,2025-09-21,9,2025,C013,P203,Essential Fatty Acids,4,23.74,0.1,85.46
587,2025-09-21,9,2025,C013,P009,Essential Fatty Acids,2,15.79,0.1,28.42
588,2025-09-28,9,2025,C001,P185,Multiple Formulas,2,13.85,0.12,24.38
588,2025-09-28,9,2025,C001,P167,Nutritional Accessories,2,7.08,0.12,12.46
588,2025-09-28,9,2025,C001,P040,C Formulations,3,8.62,0.12,22.76
588,2025-09-28,9,2025,C001,P211,Essential Fatty Acids,1,7.18,0.12,6.32
589,2025-04-26,4,2025,C078,P180,C Formulations,2,27.06,0.2,43.3
590,2025-07-05,7,2025,C040,P098,D3 Formulations,2,8.72,0.15,14.82
590,2025-07-05,7,2025,C040,P058,Multiple Formulas,5,32.82,0.15,139.48
590,2025-07-05,7,2025,C040,P157,Essential Fatty Acids,3,15.8,0.15,40.29
590,2025-07-05,7,2025,C040,P225,B Formulations,1,24.15,0.15,20.53
591,2025-11-17,11,2025,C109,P070,Herbs,2,15.83,0.2,25.33
591,2025-11-17,11,2025,C109,P081,Essential Fatty Acids,1,6.27,0.2,5.02
592,2025-12-09,12,2025,C121,P019,Nutritional Accessories,2,14.73,0.1,26.51
593,2025-01-08,1,2025,C022,P218,Minerals,2,11.02,0.1,19.84
593,2025-01-08,1,2025,C022,P119,Nutritional Accessories,2,16.73,0.1,30.11
594,2025-01-12,1,2025,C150,P195,Essential Fatty Acids,2,13.26,0.05,25.19
594,2025-01-12,1,2025,C150,P227,Minerals,1,30.84,0.05,29.3
595,2025-10-21,10,2025,C120,P235,D3 Formulations,2,22.69,0.12,39.93
595,2025-10-21,10,2025,C120,P085,Essential Fatty Acids,10,10.66,0.12,93.81
595,2025-10-21,10,2025,C120,P210,Minerals,1,7.33,0.12,6.45
595,2025-10-21,10,2025,C120,P048,Essential Fatty Acids,1,20.85,0.12,18.35
595,2025-10-21,10,2025,C120,P097,B Formulations,3,22.48,0.12,59.35
596,2025-08-01,8,2025,C113,P038,Multiple Formulas,3,24.37,0.1,65.8
596,2025-08-01,8,2025,C113,P187,B Formulations,2,8.28,0.1,14.9
596,2025-08-01,8,2025,C113,P102,B Formulations,10,34.22,0.1,307.98
596,2025-08-01,8,2025,C113,P104,D3 Formulations,1,31.87,0.1,28.68
596,2025-08-01,8,2025,C113,P192,C Formulations,1,17.86,0.1,16.07
597,2025-04-15,4,2025,C056,P123,B Formulations,1,34.03,0.12,29.95
597,2025-04-15,4,2025,C056,P003,Minerals,2,30.96,0.12,54.49
597,2025-04-15,4,2025,C056,P002,D3 Formulations,3,29.72,0.12,78.46
597,2025-04-15,4,2025,C056,P026,Herbs,3,32.34,0.12,85.38
597,2025-04-15,4,2025,C056,P112,Essential Fatty Acids,3,14.14,0.12,37.33
598,2025-10-26,10,2025,C160,P152,C Formulations,2,29.15,0.05,55.38
598,2025-10-26,10,2025,C160,P008,Minerals,5,9.48,0.05,45.03
599,2025-04-12,4,2025,C022,P171,Nutritional Accessories,2,21.15,0.05,40.18
599,2025-04-12,4,2025,C022,P177,C Formulations,5,21.41,0.05,101.7
599,2025-04-12,4,2025,C022,P189,Essential Fatty Acids,2,33.92,0.05,64.45
600,2025-06-02,6,2025,C139,P143,D3 Formulations,2,26.37,0.05,50.1
600,2025-06-02,6,2025,C139,P004,Essential Fatty Acids,3,6.2,0.05,17.67
600,2025-06-02,6,2025,C139,P054,D3 Formulations,4,33.17,0.05,126.05
600,2025-06-02,6,2025,C139,P177,C Formulations,1,21.41,0.05,20.34
601,2025-07-12,7,2025,C004,P061,C Formulations,1,25.14,0.0,25.14
601,2025-07-12,7,2025,C004,P146,Essential Fatty Acids,6,29.47,0.0,176.82
601,2025-07-12,7,2025,C004,P022,Minerals,2,23.68,0.0,47.36
602,2025-08-04,8,2025,C067,P096,Herbs,2,25.07,0.05,47.63
602,2025-08-04,8,2025,C067,P115,Essential Fatty Acids,3,11.14,0.05,31.75
603,2025-09-04,9,2025,C071,P248,Multiple Formulas,1,8.74,0.2,6.99
603,2025-09-04,9,2025,C071,P118,Herbs,2,32.53,0.2,52.05
603,2025-09-04,9,2025,C071,P201,Essential Fatty Acids,3,27.4,0.2,65.76
604,2025-04-29,4,2025,C033,P048,Essential Fatty Acids,1,20.85,0.12,18.35
605,2025-12-14,12,2025,C139,P077,D3 Formulations,1,8.44,0.2,6.75
605,2025-12-14,12,2025,C139,P212,Essential Fatty Acids,1,30.81,0.2,24.65
605,2025-12-14,12,2025,C139,P209,Herbs,1,9.37,0.2,7.5
606,2025-12-21,12,2025,C081,P207,Nutritional Accessories,1,27.98,0.12,24.62
606,2025-12-21,12,2025,C081,P192,C Formulations,3,17.86,0.12,47.15
606,2025-12-21,12,2025,C081,P029,Nutritional Accessories,4,20.19,0.12,71.07
607,2025-08-24,8,2025,C087,P112,Essential Fatty Acids,1,14.14,0.05,13.43
607,2025-08-24,8,2025,C087,P032,Multiple Formulas,3,25.49,0.05,72.65
607,2025-08-24,8,2025,C087,P094,Herbs,2,24.84,0.05,47.2
607,2025-08-24,8,2025,C087,P020,C Formulations,5,14.26,0.05,67.74
607,2025-08-24,8,2025,C087,P008,Minerals,2,9.48,0.05,18.01
608,2025-07-07,7,2025,C068,P179,Multiple Formulas,3,24.49,0.12,64.65
608,2025-07-07,7,2025,C068,P107,Herbs,2,20.58,0.12,36.22
609,2025-08-30,8,2025,C052,P158,B Formulations,1,16.89,0.05,16.05
609,2025-08-30,8,2025,C052,P187,B Formulations,1,8.28,0.05,7.87
609,2025-08-30,8,2025,C052,P098,D3 Formulations,5,8.72,0.05,41.42
609,2025-08-30,8,2025,C052,P069,D3 Formulations,4,24.36,0.05,92.57
609,2025-08-30,8,2025,C052,P228,Herbs,1,25.1,0.05,23.84
609,2025-08-30,8,2025,C052,P079,Essential Fatty Acids,1,32.06,0.05,30.46
609,2025-08-30,8,2025,C052,P154,C Formulations,4,26.36,0.05,100.17
609,2025-08-30,8,2025,C052,P060,Minerals,2,13.48,0.05,25.61
609,2025-08-30,8,2025,C052,P109,Herbs,1,20.28,0.05,19.27
609,2025-08-30,8,2025,C052,P190,Herbs,3,30.24,0.05,86.18
610,2025-07-07,7,2025,C070,P220,Essential Fatty Acids,1,17.56,0.2,14.05
610,2025-07-07,7,2025,C070,P232,D3 Formulations,1,6.77,0.2,5.42
610,2025-07-07,7,2025,C070,P038,Multiple Formulas,2,24.37,0.2,38.99
610,2025-07-07,7,2025,C070,P231,Herbs,1,24.63,0.2,19.7
611,2025-11-20,11,2025,C030,P144,Nutritional Accessories,4,16.43,0.1,59.15
612,2025-06-02,6,2025,C169,P027,Herbs,1,12.95,0.05,12.3
613,2025-11-05,11,2025,C019,P235,D3 Formulations,1,22.69,0.12,19.97
613,2025-11-05,11,2025,C019,P127,B Formulations,5,17.17,0.12,75.55
613,2025-11-05,11,2025,C019,P174,D3 Formulations,2,24.06,0.12,42.35
614,2025-04-22,4,2025,C049,P095,Herbs,1,30.63,0.15,26.04
614,2025-04-22,4,2025,C049,P171,Nutritional Accessories,6,21.15,0.15,107.86
614,2025-04-22,4,2025,C049,P029,Nutritional Accessories,3,20.19,0.15,51.48
614,2025-04-22,4,2025,C049,P077,D3 Formulations,2,8.44,0.15,14.35
615,2025-11-12,11,2025,C072,P213,Minerals,1,26.41,0.1,23.77
615,2025-11-12,11,2025,C072,P031,Minerals,2,13.02,0.1,23.44
615,2025-11-12,11,2025,C072,P114,Herbs,1,24.72,0.1,22.25
615,2025-11-12,11,2025,C072,P214,Essential Fatty Acids,1,19.75,0.1,17.78
615,2025-11-12,11,2025,C072,P032,Multiple Formulas,3,25.49,0.1,68.82
616,2025-07-04,7,2025,C119,P140,Multiple Formulas,3,31.44,0.05,89.6
616,2025-07-04,7,2025,C119,P231,Herbs,5,24.63,0.05,116.99
616,2025-07-04,7,2025,C119,P098,D3 Formulations,4,8.72,0.05,33.14
616,2025-07-04,7,2025,C119,P228,Herbs,3,25.1,0.05,71.54
617,2025-10-01,10,2025,C149,P201,Essential Fatty Acids,2,27.4,0.05,52.06
617,2025-10-01,10,2025,C149,P095,Herbs,1,30.63,0.05,29.1
617,2025-10-01,10,2025,C149,P230,Minerals,1,8.05,0.05,7.65
617,2025-10-01,10,2025,C149,P010,B Formulations,1,33.34,0.05,31.67
617,2025-10-01,10,2025,C149,P054,D3 Formulations,1,33.17,0.05,31.51
617,2025-10-01,10,2025,C149,P200,C Formulations,3,33.69,0.05,96.02
617,2025-10-01,10,2025,C149,P148,C Formulations,1,31.15,0.05,29.59
617,2025-10-01,10,2025,C149,P056,D3 Formulations,2,15.89,0.05,30.19
617,2025-10-01,10,2025,C149,P069,D3 Formulations,3,24.36,0.05,69.43
617,2025-10-01,10,2025,C149,P058,Multiple Formulas,1,32.82,0.05,31.18
617,2025-10-01,10,2025,C149,P172,Minerals,1,28.33,0.05,26.91
617,2025-10-01,10,2025,C149,P091,Nutritional Accessories,4,12.88,0.05,48.94
617,2025-10-01,10,2025,C149,P081,Essential Fatty Acids,4,6.27,0.05,23.83
617,2025-10-01,10,2025,C149,P167,Nutritional Accessories,3,7.08,0.05,20.18
617,2025-10-01,10,2025,C149,P163,Nutritional Accessories,1,21.74,0.05,20.65
618,2025-09-05,9,2025,C017,P090,B Formulations,1,26.65,0.12,23.45
618,2025-09-05,9,2025,C017,P175,Nutritional Accessories,1,8.48,0.12,7.46
618,2025-09-05,9,2025,C017,P181,Minerals,2,34.3,0.12,60.37
618,2025-09-05,9,2025,C017,P112,Essential Fatty Acids,4,14.14,0.12,49.77
618,2025-09-05,9,2025,C017,P111,Nutritional Accessories,1,26.95,0.12,23.72
618,2025-09-05,9,2025,C017,P018,Nutritional Accessories,1,20.42,0.12,17.97
618,2025-09-05,9,2025,C017,P096,Herbs,1,25.07,0.12,22.06
618,2025-09-05,9,2025,C017,P016,Minerals,3,33.91,0.12,89.52
619,2025-08-13,8,2025,C116,P034,B Formulations,1,12.89,0.1,11.6
619,2025-08-13,8,2025,C116,P192,C Formulations,1,17.86,0.1,16.07
619,2025-08-13,8,2025,C116,P224,D3 Formulations,1,16.86,0.1,15.17
619,2025-08-13,8,2025,C116,P070,Herbs,2,15.83,0.1,28.49
620,2025-05-20,5,2025,C169,P035,Herbs,4,27.12,0.1,97.63
620,2025-05-20,5,2025,C169,P095,Herbs,1,30.63,0.1,27.57
621,2025-03-17,3,2025,C004,P094,Herbs,4,24.84,0.15,84.46
621,2025-03-17,3,2025,C004,P093,B Formulations,6,27.65,0.15,141.01
622,2025-09-25,9,2025,C009,P026,Herbs,1,32.34,0.15,27.49
622,2025-09-25,9,2025,C009,P098,D3 Formulations,1,8.72,0.15,7.41
622,2025-09-25,9,2025,C009,P033,D3 Formulations,3,28.09,0.15,71.63
622,2025-09-25,9,2025,C009,P227,Minerals,1,30.84,0.15,26.21
622,2025-09-25,9,2025,C009,P051,Essential Fatty Acids,2,11.06,0.15,18.8
622,2025-09-25,9,2025,C009,P089,D3 Formulations,3,12.5,0.15,31.88
622,2025-09-25,9,2025,C009,P136,Minerals,6,23.84,0.15,121.58
622,2025-09-25,9,2025,C009,P204,Multiple Formulas,5,18.17,0.15,77.22
623,2025-12-19,12,2025,C070,P191,Essential Fatty Acids,2,26.18,0.15,44.51
623,2025-12-19,12,2025,C070,P089,D3 Formulations,3,12.5,0.15,31.88
623,2025-12-19,12,2025,C070,P053,C Formulations,6,17.22,0.15,87.82
624,2025-04-14,4,2025,C040,P003,Minerals,1,30.96,0.12,27.24
625,2025-01-02,1,2025,C139,P223,Herbs,2,7.31,0.12,12.87
625,2025-01-02,1,2025,C139,P184,C Formulations,4,29.06,0.12,102.29
625,2025-01-02,1,2025,C139,P197,B Formulations,1,26.72,0.12,23.51
626,2025-11-22,11,2025,C175,P169,Essential Fatty Acids,2,16.45,0.1,29.61
626,2025-11-22,11,2025,C175,P155,Minerals,4,29.08,0.1,104.69
626,2025-11-22,11,2025,C175,P044,Nutritional Accessories,10,7.18,0.1,64.62
626,2025-11-22,11,2025,C175,P181,Minerals,5,34.3,0.1,154.35
626,2025-11-22,11,2025,C175,P228,Herbs,2,25.1,0.1,45.18
626,2025-11-22,11,2025,C175,P145,Nutritional Accessories,4,14.51,0.1,52.24
626,2025-11-22,11,2025,C175,P203,Essential Fatty Acids,4,23.74,0.1,85.46
626,2025-11-22,11,2025,C175,P008,Minerals,6,9.48,0.1,51.19
626,2025-11-22,11,2025,C175,P069,D3 Formulations,1,24.36,0.1,21.92
626,2025-11-22,11,2025,C175,P038,Multiple Formulas,1,24.37,0.1,21.93
626,2025-11-22,11,2025,C175,P117,Multiple Formulas,1,33.66,0.1,30.29
626,2025-11-22,11,2025,C175,P047,Nutritional Accessories,5,6.48,0.1,29.16
626,2025-11-22,11,2025,C175,P039,Multiple Formulas,3,21.54,0.1,58.16
626,2025-11-22,11,2025,C175,P107,Herbs,1,20.58,0.1,18.52
626,2025-11-22,11,2025,C175,P021,Herbs,6,7.07,0.1,38.18
627,2025-11-09,11,2025,C130,P036,Minerals,5,16.67,0.05,79.18
627,2025-11-09,11,2025,C130,P118,Herbs,2,32.53,0.05,61.81
627,2025-11-09,11,2025,C130,P064,Multiple Formulas,4,21.36,0.05,81.17
628,2025-02-01,2,2025,C140,P025,D3 Formulations,3,14.08,0.12,37.17
628,2025-02-01,2,2025,C140,P145,Nutritional Accessories,1,14.51,0.12,12.77
629,2025-08-01,8,2025,C045,P082,D3 Formulations,1,8.94,0.1,8.05
629,2025-08-01,8,2025,C045,P162,Multiple Formulas,4,19.5,0.1,70.2
629,2025-08-01,8,2025,C045,P023,B Formulations,1,20.58,0.1,18.52
630,2025-10-10,10,2025,C040,P209,Herbs,6,9.37,0.12,49.47
630,2025-10-10,10,2025,C040,P029,Nutritional Accessories,2,20.19,0.12,35.53
630,2025-10-10,10,2025,C040,P169,Essential Fatty Acids,2,16.45,0.12,28.95
631,2025-09-19,9,2025,C086,P174,D3 Formulations,1,24.06,0.15,20.45
632,2025-05-25,5,2025,C003,P208,D3 Formulations,2,6.42,0.15,10.91
633,2025-12-06,12,2025,C042,P007,Minerals,5,12.44,0.0,62.2
633,2025-12-06,12,2025,C042,P191,Essential Fatty Acids,6,26.18,0.0,157.08
634,2025-11-27,11,2025,C035,P242,Essential Fatty Acids,1,33.87,0.12,29.81
634,2025-11-27,11,2025,C035,P009,Essential Fatty Acids,2,15.79,0.12,27.79
634,2025-11-27,11,2025,C035,P223,Herbs,2,7.31,0.12,12.87
634,2025-11-27,11,2025,C035,P043,B Formulations,6,11.41,0.12,60.24
634,2025-11-27,11,2025,C035,P062,Essential Fatty Acids,1,29.7,0.12,26.14
634,2025-11-27,11,2025,C035,P072,B Formulations,3,27.05,0.12,71.41
634,2025-11-27,11,2025,C035,P005,C Formulations,5,20.81,0.12,91.56
634,2025-11-27,11,2025,C035,P192,C Formulations,3,17.86,0.12,47.15
635,2025-10-06,10,2025,C070,P158,B Formulations,1,16.89,0.1,15.2
635,2025-10-06,10,2025,C070,P170,Herbs,1,9.68,0.1,8.71
636,2025-01-13,1,2025,C175,P143,D3 Formulations,1,26.37,0.05,25.05
636,2025-01-13,1,2025,C175,P172,Minerals,1,28.33,0.05,26.91
636,2025-01-13,1,2025,C175,P162,Multiple Formulas,2,19.5,0.05,37.05
636,2025-01-13,1,2025,C175,P219,Nutritional Accessories,1,18.58,0.05,17.65
636,2025-01-13,1,2025,C175,P248,Multiple Formulas,4,8.74,0.05,33.21
637,2025-02-03,2,2025,C126,P083,Minerals,6,25.24,0.12,133.27
637,2025-02-03,2,2025,C126,P172,Minerals,10,28.33,0.12,249.3
638,2025-05-11,5,2025,C112,P238,Herbs,1,19.29,0.12,16.98
638,2025-05-11,5,2025,C112,P229,Multiple Formulas,5,10.73,0.12,47.21
638,2025-05-11,5,2025,C112,P033,D3 Formulations,3,28.09,0.12,74.16
638,2025-05-11,5,2025,C112,P082,D3 Formulations,1,8.94,0.12,7.87
639,2025-11-18,11,2025,C126,P003,Minerals,5,30.96,0.2,123.84
639,2025-11-18,11,2025,C126,P118,Herbs,1,32.53,0.2,26.02
639,2025-11-18,11,2025,C126,P232,D3 Formulations,10,6.77,0.2,54.16
639,2025-11-18,11,2025,C126,P080,D3 Formulations,4,23.59,0.2,75.49
639,2025-11-18,11,2025,C126,P158,B Formulations,4,16.89,0.2,54.05
640,2025-03-07,3,2025,C036,P161,Essential Fatty Acids,5,7.04,0.15,29.92
640,2025-03-07,3,2025,C036,P003,Minerals,1,30.96,0.15,26.32
640,2025-03-07,3,2025,C036,P168,Essential Fatty Acids,4,29.86,0.15,101.52
640,2025-03-07,3,2025,C036,P068,Multiple Formulas,5,32.11,0.15,136.47
641,2025-09-09,9,2025,C094,P030,D3 Formulations,2,34.58,0.1,62.24
642,2025-04-12,4,2025,C152,P216,Minerals,4,20.26,0.1,72.94
642,2025-04-12,4,2025,C152,P085,Essential Fatty Acids,2,10.66,0.1,19.19
642,2025-04-12,4,2025,C152,P193,Multiple Formulas,1,11.03,0.1,9.93
643,2025-09-01,9,2025,C038,P202,Nutritional Accessories,1,22.08,0.0,22.08
644,2025-06-16,6,2025,C176,P210,Minerals,1,7.33,0.12,6.45
